country;year;gender;age;suicides_no;population;HDI_for_year;gdp_for_year;gdp_per_capital;generation
Belgium;2007;male;35-54 years;578;1567727;;471821105940;47040;Boomers
Belgium;2007;male;55-74 years;308;1043262;;471821105940;47040;Silent
Belgium;2007;male;25-34 years;174;689694;;471821105940;47040;Generation X
Belgium;2007;female;35-54 years;232;1540147;;471821105940;47040;Boomers
Belgium;2007;female;55-74 years;166;1122161;;471821105940;47040;Silent
Belgium;2007;male;15-24 years;91;651293;;471821105940;47040;Millenials
Belgium;2007;female;75+ years;76;563862;;471821105940;47040;Silent
Belgium;2007;female;25-34 years;40;681575;;471821105940;47040;Generation X
Belgium;2007;female;15-24 years;22;635389;;471821105940;47040;Millenials
Belgium;2007;male;5-14 years;6;614877;;471821105940;47040;Generation Z
Belgium;2007;female;5-14 years;1;588775;;471821105940;47040;Generation Z
Belgium;2008;male;75+ years;174;341406;;518625897173;51345;Silent
Belgium;2008;male;35-54 years;648;1573470;;518625897173;51345;Boomers
Belgium;2008;male;55-74 years;340;1058969;;518625897173;51345;Silent
Belgium;2008;male;25-34 years;177;691616;;518625897173;51345;Generation X
Belgium;2008;male;15-24 years;110;657101;;518625897173;51345;Millenials
Belgium;2008;female;35-54 years;225;1545151;;518625897173;51345;Boomers
Belgium;2008;female;55-74 years;165;1133712;;518625897173;51345;Silent
Belgium;2008;female;75+ years;69;574334;;518625897173;51345;Silent
Belgium;2008;female;25-34 years;46;684849;;518625897173;51345;Generation X
Belgium;2008;female;15-24 years;37;641708;;518625897173;51345;Millenials
Belgium;2008;female;5-14 years;5;586242;;518625897173;51345;Generation Z
Belgium;2008;male;5-14 years;3;612292;;518625897173;51345;Generation Z
Belgium;2009;male;75+ years;173;349801;;484552792442;47630;Silent
Belgium;2009;male;35-54 years;645;1576175;;484552792442;47630;Boomers
Belgium;2009;male;55-74 years;366;1075825;;484552792442;47630;Silent
Belgium;2009;male;25-34 years;181;694716;;484552792442;47630;Generation X
Belgium;2009;female;55-74 years;177;1148108;;484552792442;47630;Silent
Belgium;2009;female;35-54 years;229;1547499;;484552792442;47630;Boomers
Belgium;2009;male;15-24 years;90;661817;;484552792442;47630;Millenials
Belgium;2009;female;75+ years;58;582517;;484552792442;47630;Silent
Belgium;2009;female;25-34 years;52;690235;;484552792442;47630;Generation X
Belgium;2009;female;15-24 years;34;646252;;484552792442;47630;Millenials
Belgium;2009;female;5-14 years;4;587237;;484552792442;47630;Generation Z
Belgium;2009;male;5-14 years;4;613184;;484552792442;47630;Generation Z
Belgium;2010;male;75+ years;183;354037;0.883;483548031197;47355;Silent
Belgium;2010;male;35-54 years;622;1576828;0.883;483548031197;47355;Generation X
Belgium;2010;male;55-74 years;356;1084719;0.883;483548031197;47355;Silent
Belgium;2010;male;25-34 years;184;696461;0.883;483548031197;47355;Generation X
Belgium;2010;female;35-54 years;243;1548246;0.883;483548031197;47355;Generation X
Belgium;2010;female;55-74 years;173;1156036;0.883;483548031197;47355;Silent
Belgium;2010;male;15-24 years;98;663725;0.883;483548031197;47355;Millenials
Belgium;2010;female;75+ years;63;586690;0.883;483548031197;47355;Silent
Belgium;2010;female;25-34 years;50;693304;0.883;483548031197;47355;Generation X
Belgium;2010;female;15-24 years;32;647625;0.883;483548031197;47355;Millenials
Belgium;2010;male;5-14 years;7;614697;0.883;483548031197;47355;Generation Z
Belgium;2010;female;5-14 years;2;588803;0.883;483548031197;47355;Generation Z
Belgium;2011;male;75+ years;196;361243;0.886;527008453887;50893;Silent
Belgium;2011;male;35-54 years;607;1587976;0.886;527008453887;50893;Generation X
Belgium;2011;male;55-74 years;408;1105807;0.886;527008453887;50893;Boomers
Belgium;2011;male;25-34 years;163;715773;0.886;527008453887;50893;Millenials
Belgium;2011;male;15-24 years;109;676437;0.886;527008453887;50893;Millenials
Belgium;2011;female;35-54 years;247;1552522;0.886;527008453887;50893;Generation X
Belgium;2011;female;55-74 years;185;1176009;0.886;527008453887;50893;Boomers
Belgium;2011;female;75+ years;67;593364;0.886;527008453887;50893;Silent
Belgium;2011;female;25-34 years;60;707535;0.886;527008453887;50893;Millenials
Belgium;2011;female;15-24 years;41;656675;0.886;527008453887;50893;Millenials
Belgium;2011;male;5-14 years;5;624298;0.886;527008453887;50893;Generation Z
Belgium;2011;female;5-14 years;0;597487;0.886;527008453887;50893;Generation Z
Belgium;2012;male;75+ years;191;369145;0.889;497884216569;47678;Silent
Belgium;2012;male;35-54 years;617;1588342;0.889;497884216569;47678;Generation X
Belgium;2012;male;55-74 years;381;1125706;0.889;497884216569;47678;Boomers
Belgium;2012;male;25-34 years;193;723202;0.889;497884216569;47678;Millenials
Belgium;2012;female;55-74 years;187;1195065;0.889;497884216569;47678;Boomers
Belgium;2012;male;15-24 years;100;681023;0.889;497884216569;47678;Millenials
Belgium;2012;female;35-54 years;217;1551324;0.889;497884216569;47678;Generation X
Belgium;2012;female;75+ years;61;600081;0.889;497884216569;47678;Silent
Belgium;2012;female;25-34 years;45;715195;0.889;497884216569;47678;Millenials
Belgium;2012;female;15-24 years;28;659827;0.889;497884216569;47678;Millenials
Belgium;2012;female;5-14 years;3;603232;0.889;497884216569;47678;Generation Z
Belgium;2012;male;5-14 years;3;630495;0.889;497884216569;47678;Generation Z
Belgium;2013;male;75+ years;183;378864;0.888;520925468953;49489;Silent
Belgium;2013;male;35-54 years;570;1582723;0.888;520925468953;49489;Generation X
Belgium;2013;male;55-74 years;357;1155511;0.888;520925468953;49489;Boomers
Belgium;2013;male;25-34 years;159;728918;0.888;520925468953;49489;Millenials
Belgium;2013;female;35-54 years;215;1546111;0.888;520925468953;49489;Generation X
Belgium;2013;female;55-74 years;168;1221439;0.888;520925468953;49489;Boomers
Belgium;2013;male;15-24 years;91;679018;0.888;520925468953;49489;Millenials
Belgium;2013;female;75+ years;73;605856;0.888;520925468953;49489;Silent
Belgium;2013;female;25-34 years;47;721787;0.888;520925468953;49489;Millenials
Belgium;2013;female;15-24 years;27;656675;0.888;520925468953;49489;Millenials
Belgium;2013;male;5-14 years;3;638399;0.888;520925468953;49489;Generation Z
Belgium;2013;female;5-14 years;2;610848;0.888;520925468953;49489;Generation Z
Belgium;2014;male;75+ years;187;387814;0.89;530770977634;50173;Silent
Belgium;2014;male;35-54 years;531;1576060;0.89;530770977634;50173;Generation X
Belgium;2014;male;55-74 years;363;1176768;0.89;530770977634;50173;Boomers
Belgium;2014;male;25-34 years;168;728759;0.89;530770977634;50173;Millenials
Belgium;2014;female;35-54 years;231;1540001;0.89;530770977634;50173;Generation X
Belgium;2014;female;55-74 years;177;1240549;0.89;530770977634;50173;Boomers
Belgium;2014;female;75+ years;83;614412;0.89;530770977634;50173;Silent
Belgium;2014;male;15-24 years;85;675446;0.89;530770977634;50173;Millenials
Belgium;2014;female;25-34 years;43;724681;0.89;530770977634;50173;Millenials
Belgium;2014;female;15-24 years;27;653625;0.89;530770977634;50173;Millenials
Belgium;2014;male;5-14 years;4;644794;0.89;530770977634;50173;Generation Z
Belgium;2014;female;5-14 years;0;615939;0.89;530770977634;50173;Generation Z
Belgium;2015;male;75+ years;177;392775;;455039563133;42830;Silent
Belgium;2015;male;35-54 years;529;1567729;;455039563133;42830;Generation X
Belgium;2015;male;55-74 years;353;1200170;;455039563133;42830;Boomers
Belgium;2015;male;25-34 years;161;728873;;455039563133;42830;Millenials
Belgium;2015;female;35-54 years;221;1534727;;455039563133;42830;Generation X
Belgium;2015;female;75+ years;87;616201;;455039563133;42830;Silent
Belgium;2015;female;55-74 years;176;1262327;;455039563133;42830;Boomers
Belgium;2015;male;15-24 years;93;671971;;455039563133;42830;Millenials
Belgium;2015;female;25-34 years;45;726357;;455039563133;42830;Millenials
Belgium;2015;female;15-24 years;21;649587;;455039563133;42830;Millenials
Belgium;2015;female;5-14 years;2;622189;;455039563133;42830;Generation Z
Belgium;2015;male;5-14 years;2;651450;;455039563133;42830;Generation Z
Cyprus;1999;male;55-74 years;1;63504;;10614455232;12389;Silent
Cyprus;1999;female;15-24 years;0;73855;;10614455232;12389;Generation X
Cyprus;1999;female;25-34 years;0;70201;;10614455232;12389;Generation X
Cyprus;1999;female;35-54 years;0;119889;;10614455232;12389;Boomers
Cyprus;1999;female;5-14 years;0;69281;;10614455232;12389;Millenials
Cyprus;1999;female;55-74 years;0;69881;;10614455232;12389;Silent
Cyprus;1999;female;75+ years;0;22730;;10614455232;12389;G.I. Generation
Cyprus;1999;male;15-24 years;0;81348;;10614455232;12389;Generation X
Cyprus;1999;male;25-34 years;0;72963;;10614455232;12389;Generation X
Cyprus;1999;male;35-54 years;0;122486;;10614455232;12389;Boomers
Cyprus;1999;male;5-14 years;0;73496;;10614455232;12389;Millenials
Cyprus;1999;male;75+ years;0;17099;;10614455232;12389;G.I. Generation
Cyprus;2000;male;25-34 years;5;73992;0.8;10183317625;11635;Generation X
Cyprus;2000;male;35-54 years;2;125288;0.8;10183317625;11635;Boomers
Cyprus;2000;female;15-24 years;0;75880;0.8;10183317625;11635;Generation X
Cyprus;2000;female;25-34 years;0;71455;0.8;10183317625;11635;Generation X
Cyprus;2000;female;35-54 years;0;122632;0.8;10183317625;11635;Boomers
Cyprus;2000;female;5-14 years;0;69500;0.8;10183317625;11635;Millenials
Cyprus;2000;female;55-74 years;0;72098;0.8;10183317625;11635;Silent
Cyprus;2000;female;75+ years;0;23228;0.8;10183317625;11635;G.I. Generation
Cyprus;2000;male;15-24 years;0;84119;0.8;10183317625;11635;Generation X
Cyprus;2000;male;5-14 years;0;73737;0.8;10183317625;11635;Millenials
Cyprus;2000;male;55-74 years;0;66009;0.8;10183317625;11635;Silent
Cyprus;2000;male;75+ years;0;17291;0.8;10183317625;11635;G.I. Generation
Cyprus;2004;male;55-74 years;2;60428;;17422375000;25227;Silent
Cyprus;2004;male;35-54 years;3;98485;;17422375000;25227;Boomers
Cyprus;2004;female;25-34 years;1;54147;;17422375000;25227;Generation X
Cyprus;2004;female;35-54 years;1;104038;;17422375000;25227;Boomers
Cyprus;2004;female;15-24 years;0;56410;;17422375000;25227;Millenials
Cyprus;2004;female;5-14 years;0;50624;;17422375000;25227;Millenials
Cyprus;2004;female;55-74 years;0;65412;;17422375000;25227;Silent
Cyprus;2004;female;75+ years;0;22299;;17422375000;25227;Silent
Cyprus;2004;male;15-24 years;0;59250;;17422375000;25227;Millenials
Cyprus;2004;male;25-34 years;0;49934;;17422375000;25227;Generation X
Cyprus;2004;male;5-14 years;0;53202;;17422375000;25227;Millenials
Cyprus;2004;male;75+ years;0;16387;;17422375000;25227;Silent
Cyprus;2005;male;55-74 years;4;62661;0.83;18703146375;26671;Silent
Cyprus;2005;female;55-74 years;3;67452;0.83;18703146375;26671;Silent
Cyprus;2005;male;35-54 years;4;99191;0.83;18703146375;26671;Boomers
Cyprus;2005;male;25-34 years;2;51837;0.83;18703146375;26671;Generation X
Cyprus;2005;male;15-24 years;2;60126;0.83;18703146375;26671;Millenials
Cyprus;2005;female;15-24 years;1;57341;0.83;18703146375;26671;Millenials
Cyprus;2005;female;35-54 years;1;105435;0.83;18703146375;26671;Boomers
Cyprus;2005;female;25-34 years;0;55734;0.83;18703146375;26671;Generation X
Cyprus;2005;female;5-14 years;0;49682;0.83;18703146375;26671;Millenials
Cyprus;2005;female;75+ years;0;22842;0.83;18703146375;26671;Silent
Cyprus;2005;male;5-14 years;0;52329;0.83;18703146375;26671;Millenials
Cyprus;2005;male;75+ years;0;16633;0.83;18703146375;26671;Silent
Cyprus;2006;male;55-74 years;5;64866;;20403713461;28600;Silent
Cyprus;2006;male;25-34 years;4;53856;;20403713461;28600;Generation X
Cyprus;2006;female;55-74 years;3;69357;;20403713461;28600;Silent
Cyprus;2006;female;35-54 years;3;107098;;20403713461;28600;Boomers
Cyprus;2006;male;35-54 years;2;100123;;20403713461;28600;Boomers
Cyprus;2006;female;25-34 years;1;57514;;20403713461;28600;Generation X
Cyprus;2006;male;15-24 years;1;61353;;20403713461;28600;Millenials
Cyprus;2006;female;15-24 years;0;58243;;20403713461;28600;Millenials
Cyprus;2006;female;5-14 years;0;48947;;20403713461;28600;Millenials
Cyprus;2006;female;75+ years;0;23595;;20403713461;28600;Silent
Cyprus;2006;male;5-14 years;0;51269;;20403713461;28600;Millenials
Cyprus;2006;male;75+ years;0;17205;;20403713461;28600;Silent
Cyprus;2007;male;75+ years;2;17897;;24077470572;33048;Silent
Cyprus;2007;male;25-34 years;4;55768;;24077470572;33048;Generation X
Cyprus;2007;male;15-24 years;3;63227;;24077470572;33048;Millenials
Cyprus;2007;male;55-74 years;3;67267;;24077470572;33048;Silent
Cyprus;2007;female;25-34 years;2;59428;;24077470572;33048;Generation X
Cyprus;2007;male;35-54 years;3;101951;;24077470572;33048;Boomers
Cyprus;2007;female;55-74 years;1;71415;;24077470572;33048;Silent
Cyprus;2007;female;35-54 years;1;109618;;24077470572;33048;Boomers
Cyprus;2007;female;15-24 years;0;60276;;24077470572;33048;Millenials
Cyprus;2007;female;5-14 years;0;47379;;24077470572;33048;Generation Z
Cyprus;2007;female;75+ years;0;24362;;24077470572;33048;Silent
Cyprus;2007;male;5-14 years;0;49978;;24077470572;33048;Generation Z
Cyprus;2008;male;35-54 years;16;104052;;27839460964;37267;Boomers
Cyprus;2008;male;25-34 years;7;58499;;27839460964;37267;Generation X
Cyprus;2008;male;75+ years;2;18436;;27839460964;37267;Silent
Cyprus;2008;female;25-34 years;3;62348;;27839460964;37267;Generation X
Cyprus;2008;male;15-24 years;3;64765;;27839460964;37267;Millenials
Cyprus;2008;female;35-54 years;5;112837;;27839460964;37267;Boomers
Cyprus;2008;male;55-74 years;3;69949;;27839460964;37267;Silent
Cyprus;2008;female;55-74 years;2;73788;;27839460964;37267;Silent
Cyprus;2008;female;15-24 years;0;61894;;27839460964;37267;Millenials
Cyprus;2008;female;5-14 years;0;46407;;27839460964;37267;Generation Z
Cyprus;2008;female;75+ years;0;25015;;27839460964;37267;Silent
Cyprus;2008;male;5-14 years;0;49044;;27839460964;37267;Generation Z
Cyprus;2009;male;75+ years;3;19014;;25942622951;33816;Silent
Cyprus;2009;male;25-34 years;6;61663;;25942622951;33816;Generation X
Cyprus;2009;male;15-24 years;5;66107;;25942622951;33816;Millenials
Cyprus;2009;male;35-54 years;7;105858;;25942622951;33816;Boomers
Cyprus;2009;male;55-74 years;4;72713;;25942622951;33816;Silent
Cyprus;2009;female;75+ years;1;25758;;25942622951;33816;Silent
Cyprus;2009;female;35-54 years;4;116224;;25942622951;33816;Boomers
Cyprus;2009;female;25-34 years;2;66001;;25942622951;33816;Generation X
Cyprus;2009;female;15-24 years;0;63385;;25942622951;33816;Millenials
Cyprus;2009;female;5-14 years;0;45750;;25942622951;33816;Generation Z
Cyprus;2009;female;55-74 years;0;76382;;25942622951;33816;Silent
Cyprus;2009;male;5-14 years;0;48319;;25942622951;33816;Generation Z
Cyprus;2010;male;75+ years;3;19667;0.848;25562251656;32477;Silent
Cyprus;2010;male;25-34 years;7;65092;0.848;25562251656;32477;Generation X
Cyprus;2010;male;55-74 years;7;75567;0.848;25562251656;32477;Silent
Cyprus;2010;male;35-54 years;9;107241;0.848;25562251656;32477;Generation X
Cyprus;2010;male;15-24 years;4;67097;0.848;25562251656;32477;Millenials
Cyprus;2010;female;15-24 years;3;64577;0.848;25562251656;32477;Millenials
Cyprus;2010;female;35-54 years;4;119200;0.848;25562251656;32477;Generation X
Cyprus;2010;female;55-74 years;1;79168;0.848;25562251656;32477;Silent
Cyprus;2010;female;25-34 years;0;69866;0.848;25562251656;32477;Generation X
Cyprus;2010;female;5-14 years;0;45354;0.848;25562251656;32477;Generation Z
Cyprus;2010;female;75+ years;0;26570;0.848;25562251656;32477;Silent
Cyprus;2010;male;5-14 years;0;47682;0.848;25562251656;32477;Generation Z
Cyprus;2011;male;35-54 years;12;108755;0.852;27427161523;34249;Generation X
Cyprus;2011;male;55-74 years;8;77047;0.852;27427161523;34249;Boomers
Cyprus;2011;male;75+ years;2;19308;0.852;27427161523;34249;Silent
Cyprus;2011;male;15-24 years;3;67311;0.852;27427161523;34249;Millenials
Cyprus;2011;female;75+ years;1;25937;0.852;27427161523;34249;Silent
Cyprus;2011;female;35-54 years;3;122543;0.852;27427161523;34249;Generation X
Cyprus;2011;female;55-74 years;1;80672;0.852;27427161523;34249;Boomers
Cyprus;2011;female;15-24 years;0;64690;0.852;27427161523;34249;Millenials
Cyprus;2011;female;25-34 years;0;73838;0.852;27427161523;34249;Millenials
Cyprus;2011;female;5-14 years;0;44757;0.852;27427161523;34249;Generation Z
Cyprus;2011;male;25-34 years;0;68773;0.852;27427161523;34249;Millenials
Cyprus;2011;male;5-14 years;0;47189;0.852;27427161523;34249;Generation Z
Cyprus;2012;male;25-34 years;9;70596;0.852;25041372222;30752;Millenials
Cyprus;2012;male;35-54 years;14;110616;0.852;25041372222;30752;Generation X
Cyprus;2012;male;15-24 years;6;66014;0.852;25041372222;30752;Millenials
Cyprus;2012;male;55-74 years;5;79804;0.852;25041372222;30752;Boomers
Cyprus;2012;female;25-34 years;1;75365;0.852;25041372222;30752;Millenials
Cyprus;2012;female;35-54 years;1;125423;0.852;25041372222;30752;Generation X
Cyprus;2012;female;15-24 years;0;63355;0.852;25041372222;30752;Millenials
Cyprus;2012;female;5-14 years;0;44613;0.852;25041372222;30752;Generation Z
Cyprus;2012;female;55-74 years;0;83946;0.852;25041372222;30752;Boomers
Cyprus;2012;female;75+ years;0;27031;0.852;25041372222;30752;Silent
Cyprus;2012;male;5-14 years;0;47222;0.852;25041372222;30752;Generation Z
Cyprus;2012;male;75+ years;0;20320;0.852;25041372222;30752;Silent
Cyprus;2013;male;75+ years;3;21349;0.85;24084572491;29624;Silent
Cyprus;2013;male;15-24 years;8;62893;0.85;24084572491;29624;Millenials
Cyprus;2013;male;55-74 years;10;81903;0.85;24084572491;29624;Boomers
Cyprus;2013;male;25-34 years;8;70521;0.85;24084572491;29624;Millenials
Cyprus;2013;male;35-54 years;11;110593;0.85;24084572491;29624;Generation X
Cyprus;2013;female;35-54 years;4;125846;0.85;24084572491;29624;Generation X
Cyprus;2013;female;55-74 years;1;86452;0.85;24084572491;29624;Boomers
Cyprus;2013;female;15-24 years;0;59969;0.85;24084572491;29624;Millenials
Cyprus;2013;female;25-34 years;0;73849;0.85;24084572491;29624;Millenials
Cyprus;2013;female;5-14 years;0;44407;0.85;24084572491;29624;Generation Z
Cyprus;2013;female;75+ years;0;28320;0.85;24084572491;29624;Silent
Cyprus;2013;male;5-14 years;0;46914;0.85;24084572491;29624;Generation Z
Cyprus;2014;male;35-54 years;13;107823;0.85;23359294149;29024;Generation X
Cyprus;2014;male;25-34 years;8;68555;0.85;23359294149;29024;Millenials
Cyprus;2014;male;55-74 years;7;82766;0.85;23359294149;29024;Boomers
Cyprus;2014;female;55-74 years;5;87152;0.85;23359294149;29024;Boomers
Cyprus;2014;female;25-34 years;4;72330;0.85;23359294149;29024;Millenials
Cyprus;2014;female;15-24 years;3;59114;0.85;23359294149;29024;Millenials
Cyprus;2014;male;75+ years;1;22372;0.85;23359294149;29024;Silent
Cyprus;2014;male;15-24 years;2;60975;0.85;23359294149;29024;Millenials
Cyprus;2014;female;35-54 years;1;122485;0.85;23359294149;29024;Generation X
Cyprus;2014;female;5-14 years;0;44760;0.85;23359294149;29024;Generation Z
Cyprus;2014;female;75+ years;0;29382;0.85;23359294149;29024;Silent
Cyprus;2014;male;5-14 years;0;47104;0.85;23359294149;29024;Generation Z
Cyprus;2015;male;55-74 years;9;83627;;19676167240;24718;Boomers
Cyprus;2015;male;25-34 years;7;67482;;19676167240;24718;Millenials
Cyprus;2015;male;35-54 years;10;106371;;19676167240;24718;Generation X
Cyprus;2015;male;15-24 years;5;58308;;19676167240;24718;Millenials
Cyprus;2015;female;55-74 years;3;87902;;19676167240;24718;Boomers
Cyprus;2015;female;25-34 years;2;70765;;19676167240;24718;Millenials
Cyprus;2015;female;35-54 years;3;118975;;19676167240;24718;Generation X
Cyprus;2015;female;15-24 years;1;58123;;19676167240;24718;Millenials
Cyprus;2015;female;5-14 years;0;44693;;19676167240;24718;Generation Z
Cyprus;2015;female;75+ years;0;29924;;19676167240;24718;Silent
Cyprus;2015;male;5-14 years;0;46906;;19676167240;24718;Generation Z
Cyprus;2015;male;75+ years;0;22961;;19676167240;24718;Silent
Cyprus;2016;male;35-54 years;15;106925;;20153871681;25098;Generation X
Cyprus;2016;male;15-24 years;5;58051;;20153871681;25098;Millenials
Cyprus;2016;male;75+ years;2;24004;;20153871681;25098;Silent
Cyprus;2016;male;55-74 years;7;85486;;20153871681;25098;Boomers
Cyprus;2016;male;25-34 years;2;68167;;20153871681;25098;Millenials
Cyprus;2016;female;35-54 years;3;117819;;20153871681;25098;Generation X
Cyprus;2016;female;25-34 years;1;71307;;20153871681;25098;Millenials
Cyprus;2016;female;55-74 years;1;90294;;20153871681;25098;Boomers
Cyprus;2016;female;15-24 years;0;58057;;20153871681;25098;Millenials
Cyprus;2016;female;75+ years;0;31234;;20153871681;25098;Silent
Estonia;1997;male;75+ years;20;17817;;5066240419;3806;G.I. Generation
Estonia;1997;male;35-54 years;193;176261;;5066240419;3806;Boomers
Estonia;1997;male;55-74 years;117;119232;;5066240419;3806;Silent
Estonia;1997;male;25-34 years;60;92544;;5066240419;3806;Generation X
Estonia;1997;male;15-24 years;36;98971;;5066240419;3806;Generation X
Estonia;1997;female;75+ years;15;51893;;5066240419;3806;G.I. Generation
Estonia;1997;female;55-74 years;34;179234;;5066240419;3806;Silent
Estonia;1997;female;35-54 years;29;196914;;5066240419;3806;Boomers
Estonia;1997;female;25-34 years;7;94741;;5066240419;3806;Generation X
Estonia;1997;female;15-24 years;6;95553;;5066240419;3806;Generation X
Estonia;1997;male;5-14 years;5;106361;;5066240419;3806;Millenials
Estonia;1997;female;5-14 years;0;101713;;5066240419;3806;Millenials
Estonia;1998;male;55-74 years;123;118242;;5617109245;4250;Silent
Estonia;1998;male;35-54 years;166;176185;;5617109245;4250;Boomers
Estonia;1998;male;75+ years;11;18044;;5617109245;4250;G.I. Generation
Estonia;1998;male;25-34 years;55;91671;;5617109245;4250;Generation X
Estonia;1998;male;15-24 years;36;99239;;5617109245;4250;Generation X
Estonia;1998;female;75+ years;14;53166;;5617109245;4250;G.I. Generation
Estonia;1998;female;35-54 years;32;197231;;5617109245;4250;Boomers
Estonia;1998;female;55-74 years;25;176820;;5617109245;4250;Silent
Estonia;1998;female;15-24 years;5;95878;;5617109245;4250;Generation X
Estonia;1998;male;5-14 years;5;103157;;5617109245;4250;Millenials
Estonia;1998;female;25-34 years;4;93664;;5617109245;4250;Generation X
Estonia;1998;female;5-14 years;1;98422;;5617109245;4250;Millenials
Estonia;1999;male;75+ years;23;18414;;5726897998;4361;G.I. Generation
Estonia;1999;male;55-74 years;101;116703;;5726897998;4361;Silent
Estonia;1999;male;35-54 years;148;176841;;5726897998;4361;Boomers
Estonia;1999;male;25-34 years;54;91164;;5726897998;4361;Generation X
Estonia;1999;male;15-24 years;47;100216;;5726897998;4361;Generation X
Estonia;1999;female;75+ years;22;54852;;5726897998;4361;G.I. Generation
Estonia;1999;female;35-54 years;35;198278;;5726897998;4361;Boomers
Estonia;1999;female;55-74 years;26;173742;;5726897998;4361;Silent
Estonia;1999;female;15-24 years;7;96708;;5726897998;4361;Generation X
Estonia;1999;female;25-34 years;3;92980;;5726897998;4361;Generation X
Estonia;1999;male;5-14 years;2;99045;;5726897998;4361;Millenials
Estonia;1999;female;5-14 years;0;94255;;5726897998;4361;Millenials
Estonia;2000;male;75+ years;19;19265;0.78;5685774809;4262;G.I. Generation
Estonia;2000;male;35-54 years;136;185960;0.78;5685774809;4262;Boomers
Estonia;2000;male;55-74 years;66;118085;0.78;5685774809;4262;Silent
Estonia;2000;male;25-34 years;38;97425;0.78;5685774809;4262;Generation X
Estonia;2000;male;15-24 years;30;103020;0.78;5685774809;4262;Generation X
Estonia;2000;female;55-74 years;38;173775;0.78;5685774809;4262;Silent
Estonia;2000;female;75+ years;10;57680;0.78;5685774809;4262;G.I. Generation
Estonia;2000;female;25-34 years;11;95540;0.78;5685774809;4262;Generation X
Estonia;2000;female;35-54 years;22;202765;0.78;5685774809;4262;Boomers
Estonia;2000;female;15-24 years;6;97165;0.78;5685774809;4262;Generation X
Estonia;2000;female;5-14 years;1;88530;0.78;5685774809;4262;Millenials
Estonia;2000;male;5-14 years;0;94965;0.78;5685774809;4262;Millenials
Estonia;2001;male;35-54 years;135;185880;;6245069734;4711;Boomers
Estonia;2001;male;55-74 years;84;117120;;6245069734;4711;Silent
Estonia;2001;male;75+ years;12;19975;;6245069734;4711;Silent
Estonia;2001;male;25-34 years;44;97810;;6245069734;4711;Generation X
Estonia;2001;female;75+ years;26;59580;;6245069734;4711;Silent
Estonia;2001;male;15-24 years;36;102895;;6245069734;4711;Millenials
Estonia;2001;female;55-74 years;22;171675;;6245069734;4711;Silent
Estonia;2001;female;35-54 years;24;202560;;6245069734;4711;Boomers
Estonia;2001;female;25-34 years;8;95505;;6245069734;4711;Generation X
Estonia;2001;female;15-24 years;6;97020;;6245069734;4711;Millenials
Estonia;2001;male;5-14 years;4;90730;;6245069734;4711;Millenials
Estonia;2001;female;5-14 years;0;84860;;6245069734;4711;Millenials
Estonia;2002;male;75+ years;17;21135;;7322069511;5561;Silent
Estonia;2002;male;55-74 years;74;116560;;7322069511;5561;Silent
Estonia;2002;male;35-54 years;117;184685;;7322069511;5561;Boomers
Estonia;2002;male;25-34 years;53;98385;;7322069511;5561;Generation X
Estonia;2002;male;15-24 years;34;102950;;7322069511;5561;Millenials
Estonia;2002;female;75+ years;14;61415;;7322069511;5561;Silent
Estonia;2002;female;35-54 years;28;201060;;7322069511;5561;Boomers
Estonia;2002;female;55-74 years;19;170805;;7322069511;5561;Silent
Estonia;2002;female;25-34 years;6;95715;;7322069511;5561;Generation X
Estonia;2002;male;5-14 years;4;86140;;7322069511;5561;Millenials
Estonia;2002;female;15-24 years;4;97020;;7322069511;5561;Millenials
Estonia;2002;female;5-14 years;1;80820;;7322069511;5561;Millenials
Estonia;2003;male;75+ years;19;22380;;9833870709;7523;Silent
Estonia;2003;male;35-54 years;116;183410;;9833870709;7523;Boomers
Estonia;2003;male;55-74 years;69;116230;;9833870709;7523;Silent
Estonia;2003;male;25-34 years;38;98640;;9833870709;7523;Generation X
Estonia;2003;male;15-24 years;31;103335;;9833870709;7523;Millenials
Estonia;2003;female;75+ years;16;63315;;9833870709;7523;Silent
Estonia;2003;female;35-54 years;21;199315;;9833870709;7523;Boomers
Estonia;2003;female;55-74 years;17;170190;;9833870709;7523;Silent
Estonia;2003;female;15-24 years;6;97400;;9833870709;7523;Millenials
Estonia;2003;female;25-34 years;5;95605;;9833870709;7523;Generation X
Estonia;2003;male;5-14 years;3;81105;;9833870709;7523;Millenials
Estonia;2003;female;5-14 years;1;76235;;9833870709;7523;Millenials
Estonia;2004;male;55-74 years;73;116415;;12059201242;9293;Silent
Estonia;2004;male;35-54 years;104;182275;;12059201242;9293;Boomers
Estonia;2004;male;75+ years;13;23510;;12059201242;9293;Silent
Estonia;2004;male;25-34 years;43;98265;;12059201242;9293;Generation X
Estonia;2004;male;15-24 years;31;103745;;12059201242;9293;Millenials
Estonia;2004;female;75+ years;11;65370;;12059201242;9293;Silent
Estonia;2004;female;55-74 years;22;170025;;12059201242;9293;Silent
Estonia;2004;female;25-34 years;7;94990;;12059201242;9293;Generation X
Estonia;2004;female;15-24 years;6;97765;;12059201242;9293;Millenials
Estonia;2004;female;35-54 years;12;197475;;12059201242;9293;Boomers
Estonia;2004;female;5-14 years;1;71710;;12059201242;9293;Millenials
Estonia;2004;male;5-14 years;0;76105;;12059201242;9293;Millenials
